Station ID,Station Name,Town,Region,Country,Building Condition,Service Status,Service Status Year,Lat,Lon,Station Notes,Stop Sequence,Line ID,Line Name,Year Opened,Gauge,Line Status,Line Status Year,Line Notes,Is in NP-M
23,Piksāri,Piksāri,Valmieras novads,Latvia,Dismantled/Not built,Closed,1944,57.888267,25.583507,,6,3,Valka—Rūjiena,1896,750 mm,Dismantled,1977,Section from Rūjiena operating as Rīga—Rūjiena—Ipiķi,FALSE
24,Naukšēni,Naukšēni,Valmieras novads,Latvia,Residential,Closed,1944,57.887355,25.458157,,7,3,Valka—Rūjiena,1896,750 mm,Dismantled,1977,Section from Rūjiena operating as Rīga—Rūjiena—Ipiķi,FALSE
25,Rūjiena,Rūjiena,Valmieras novads,Latvia,Ruined/Disused,Closed,1977,57.898677,25.335376,,8,3,Valka—Rūjiena,1896,750 mm,Dismantled,1977,Section from Rūjiena operating as Rīga—Rūjiena—Ipiķi,FALSE
26,Pendiga,Vilpulka,Valmieras novads,Latvia,Dismantled/Not built,Closed,1996,57.953832,25.270191,Converted to 1524 mm in 1977,9,3,Valka—Rūjiena,1896,750 mm,Dismantled,1977,Section from Rūjiena operating as Rīga—Rūjiena—Ipiķi,FALSE
27,Ķirbiļi,Ķirbēni,Valmieras novads,Latvia,Dismantled/Not built,Closed,1996,58.00441,25.23903,Converted to 1524 mm in 1977,10,3,Valka—Rūjiena,1896,750 mm,Dismantled,1977,Section from Rūjiena operating as Rīga—Rūjiena—Ipiķi,FALSE
28,Ipiķi,Ipiķi,Valmieras novads,Latvia,Ruined/Disused,Closed,1996,58.069433,25.198744,Converted to 1524 mm in 1977,11,3,Valka—Rūjiena,1896,750 mm,Dismantled,1977,Section from Rūjiena operating as Rīga—Rūjiena—Ipiķi,FALSE
19,Valka,Valka,Valkas novads,Latvia,Ruined/Disused,Closed,1944,57.773581,26.003783,Info outside,1,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
29,Žuldiņi,Žuldiņas,Valkas novads,Latvia,Dismantled/Not built,Closed,1944,57.72899,26.14666,LV branch,2,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
30,Kaagjärve,Pugritsa,Valga maakond,Estonia,Residential,Closed,1970,57.74688,26.185058,EE branch,3,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
31,Lepa,Lepa,Valga maakond,Estonia,Residential,Closed,1970,57.7128,26.21918,EE branch,4,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
32,Koikküla,Koikküla,Valga maakond,Estonia,Residential,Closed,1970,57.69203,26.263225,EE and LV branches merge,5,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
33,Laanemetsa,Laanemetsa,Valga maakond,Estonia,Residential,Closed,1970,57.646854,26.319022,,6,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
34,Taheva,Taheva,Valga maakond,Estonia,Residential,Closed,1970,57.628822,26.346535,,7,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
35,Hargla,Hargla,Valga maakond,Estonia,Dismantled/Not built,Closed,1970,57.613365,26.415797,Approximate location,8,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
36,Saru,Saru,Võru maakond,Estonia,Non-railway use,Closed,1970,57.601897,26.476059,Industrial,9,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
37,Mõniste,Kuutsi,Võru maakond,Estonia,Residential,Closed,1970,57.581435,26.529686,,10,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
39,Ape,Ape,Smiltenes novads,Latvia,Non-railway use,Closed,1973,57.53741,26.696116,Café,11,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
40,Laicene,Lūšakrogs,Smiltenes novads,Latvia,Dismantled/Not built,Closed,1973,57.524741,26.742415,,12,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
41,Vaidava,karva,Alūksnes novads,Latvia,Residential,Closed,1973,57.487895,26.824285,,13,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
42,Alsviķi,Alsviķi,Alūksnes novads,Latvia,Dismantled/Not built,Closed,1973,57.452071,26.941777,,14,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
43,Alūksne,Alūksne,Alūksnes novads,Latvia,Active,Operational,2024,57.412184,27.045598,,15,4,Valka-Gulbene,1915,750 mm,Partially operational,1973,"Ape-Valga closed 1970, operating as Gulbene-Alūksne",FALSE
17,Ainaži,Ainaži,Limbažu novads,Latvia,Non-railway use,Closed,1977,57.869711,24.359375,Museum,1,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
44,Salace,Skalbes,Limbažu novads,Latvia,Ruined/Disused,Closed,1977,57.851532,24.469019,,2,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
45,Lagaste,Zariņi,Limbažu novads,Latvia,Dismantled/Not built,Closed,1977,57.84115,24.51192,,3,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
46,Zonepe,Zonapi,Limbažu novads,Latvia,Residential,Closed,1977,57.783381,24.590523,,4,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
47,Mežkadaga,Mežkadaga,Limbažu novads,Latvia,Ruined/Disused,Closed,1977,57.756922,24.618116,,5,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
48,Pāle,Pāle,Limbažu novads,Latvia,Residential,Closed,1979,57.70772,24.68796,Uncertain,6,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
49,Ārciems,Ārciems,Limbažu novads,Latvia,Residential,Closed,1979,57.684457,24.797126,Uncertain,7,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
48,Pāle,Pāle,Limbažu novads,Latvia,Residential,Closed,1979,57.70772,24.68796,Uncertain,3,5.1,Staicele — Puikule,1911,750 mm,Dismantled,1977,,FALSE
18,Valga,Valga,Valga maakond,Estonia,Active,Operational,2024,57.774717,26.053239,,0,100,Rīga—Valga,1889,1520 mm,Operational,2019,,FALSE
26,Pendiga,Vilpulka,Valmieras novads,Latvia,Dismantled/Not built,Closed,1996,57.953832,25.270191,Converted to 1524 mm in 1977,21,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
27,Ķirbiļi,Ķirbēni,Valmieras novads,Latvia,Dismantled/Not built,Closed,1996,58.00441,25.23903,Converted to 1524 mm in 1977,22,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
28,Ipiķi,Ipiķi,Valmieras novads,Latvia,Ruined/Disused,Closed,1996,58.069433,25.198744,Converted to 1524 mm in 1977,23,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
9,Mõisaküla,Mõisaküla,Pärnu maakond,Estonia,Non-railway use,Closed,1996,58.092799,25.187871,Museum,1,34,Laatre—Viljandi,1897,750 mm,Dismantled,1973,,FALSE
18,Valga,Valga,Valga maakond,Estonia,Active,Operational,2024,57.774717,26.053239,,1,29,Valga–Koidula,1889,1520 mm,Freight only,2023,Full line service retracted 2001,FALSE
49,Ārciems,Ārciems,Limbažu novads,Latvia,Residential,Closed,1979,57.684457,24.797126,Uncertain,4,5.1,Staicele — Puikule,1911,750 mm,Dismantled,1977,,FALSE
50,Puikule,Puikules Stacija,Limbažu novads,Latvia,Ruined/Disused,Closed,2000,57.655244,24.888882,,8,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
50,Puikule,Puikules Stacija,Limbažu novads,Latvia,Ruined/Disused,Closed,2000,57.655244,24.888882,,5,5.1,Staicele — Puikule,1911,750 mm,Dismantled,1977,,FALSE
50,Puikule,Puikules Stacija,Limbažu novads,Latvia,Ruined/Disused,Closed,2000,57.655244,24.888882,,11,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
51,Pavāri,Ungurpils,Limbažu novads,Latvia,Dismantled/Not built,Closed,1979,57.760278,24.710833,,2,5.1,Staicele — Puikule,1911,750 mm,Dismantled,1977,,FALSE
52,Staicele,Staicele,Limbažu novads,Latvia,Residential,Closed,1979,57.828937,24.763071,,1,5.1,Staicele — Puikule,1911,750 mm,Dismantled,1977,,FALSE
53,Ozoli,Ozoli,Limbažu novads,Latvia,Residential,Closed,2000,57.641628,24.93225,,9,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
54,Kauguri,Dikļi,Valmieras novads,Latvia,Dismantled/Not built,Closed,2000,57.618225,24.981684,,10,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
55,Dikļi,Dikļi,Valmieras novads,Latvia,Residential,Closed,2000,57.59666,25.048791,,11,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
56,Dauguli,Dikļi,Valmieras novads,Latvia,Residential,Closed,2000,57.553396,25.126035,,12,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
57,Zilaiskalns,Liepas,Valmieras novads,Latvia,Non-railway use,Closed,1979,57.541139,25.256248,Event space,13,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
58,Kocēni,Kocēni,Valmieras novads,Latvia,Residential,Closed,1979,57.534126,25.338426,,14,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
59,Jaņuparks,Valmiera,Valmieras novads,Latvia,Residential,Closed,1979,57.534599,25.3973,,15,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
60,Valmiera,Valmiera,Valmieras novads,Latvia,Active,Operational,2024,57.522273,25.440332,,16,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
60,Valmiera,Valmiera,Valmieras novads,Latvia,Active,Operational,2024,57.522273,25.440332,,0,100,Rīga—Valga,1889,1520 mm,Operational,2019,,FALSE
61,Cempi,Cempi,Valmieras novads,Latvia,Dismantled/Not built,Closed,1970,57.500824,25.552976,Approximate location,17,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
62,Jaunvāle,Jaunvāle,Valmieras novads,Latvia,Residential,Closed,1970,57.482379,25.614982,,18,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
63,Bikseja,Bikseja,Smiltenes novads,Latvia,Dismantled/Not built,Closed,1970,57.471339,25.721103,,19,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
64,Stariņi,Stariņi,Smiltenes novads,Latvia,Dismantled/Not built,Closed,1970,57.471437,25.80876,,20,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
65,Smiltene,Smiltene,Smiltenes novads,Latvia,Residential,Closed,1970,57.430237,25.898648,,21,5,Ainaži—Valmiera—Smiltene,1902,750 mm,Dismantled,2000,Closed in parts between 1970 and 1979,TRUE
66,Purezers,Puikule,Limbažu novads,Latvia,Residential,Closed,1998,57.685401,24.877444,,12,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
67,Auseklis,Puikule,Limbažu novads,Latvia,Ruined/Disused,Closed,1998,57.715821,24.877785,,13,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
68,Aloja,Aloja,Limbažu novads,Latvia,Residential,Closed,1998,57.764134,24.884484,,14,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
69,Upšas,Aloja,Limbažu novads,Latvia,Dismantled/Not built,Closed,1996,57.781047,24.924524,,15,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
70,Iģe,Ķurbēni,Valmieras novads,Latvia,Dismantled/Not built,Closed,1996,57.818141,24.974295,,16,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
71,Mazsalaca,Mazsalaca,Valmieras novads,Latvia,Dismantled/Not built,Closed,1996,57.867789,25.053245,,17,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
72,Idus,Idus,Valmieras novads,Latvia,Residential,Closed,1996,57.888117,25.177722,,18,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
73,Virķēni,Virķēni,Valmieras novads,Latvia,Dismantled/Not built,Closed,1996,57.910442,25.247889,Approximate location,19,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
84,Ieriķi,Ieriķi,Cēsu novads,Latvia,Active,Operational,2024,57.199593,25.173073,,0,100,Rīga—Valga,1889,1520 mm,Operational,2019,,FALSE
84,Ieriķi,Ieriķi,Cēsu novads,Latvia,Active,Operational,2024,57.199593,25.173073,,1,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
74,Skulte,Skulte,Limbažu novads,Latvia,Active,Operational,2024,57.333377,24.463017,,1,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
85,Melturi,Melturi,Cēsu novads,Latvia,Active,Operational,2024,57.207214,25.234362,,0,100,Rīga—Valga,1889,1520 mm,Operational,2019,,FALSE
85,Melturi,Melturi,Cēsu novads,Latvia,Active,Operational,2024,57.207214,25.234362,,2,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
75,Ziediņi,Skultes miuža,Limbažu novads,Latvia,Residential,Closed,1999,57.36242,24.510037,,2,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
76,Stiene,Stiene,Limbažu novads,Latvia,Residential,Closed,1999,57.39502,24.577338,,3,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
77,Inte,Inte,Limbažu novads,Latvia,Residential,Closed,1999,57.409884,24.618666,"Station keeper houses used, shelter ruined",4,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
78,Lāde,Nabe,Limbažu novads,Latvia,Ruined/Disused,Closed,1999,57.44417,24.671218,,5,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
79,Lielezers,Limbaži,Limbažu novads,Latvia,Ruined/Disused,Closed,1999,57.464946,24.705088,,6,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
80,Limbaži,Limbaži,Limbažu novads,Latvia,Non-railway use,Closed,1999,57.509124,24.721768,Bus station building,7,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
81,Katvari,Stirnas,Limbažu novads,Latvia,Dismantled/Not built,Closed,1999,57.548027,24.765084,,8,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
82,Neiķene,Pociems,Limbažu novads,Latvia,Residential,Closed,1999,57.59217,24.823105,,9,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
83,Pociems,Pociems,Limbažu novads,Latvia,Dismantled/Not built,Closed,1999,57.613589,24.847475,,10,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
86,Amata,Amata,Cēsu novads,Latvia,Ruined/Disused,Closed,1999,57.210366,25.310168,Platform replaced with a memorial,3,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
87,Rāmuļi,Rāmuļi,Cēsu novads,Latvia,Residential,Closed,1999,57.21845,25.428826,,4,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
88,Meļļi,Meļļi,Cēsu novads,Latvia,Residential,Closed,1999,57.216836,25.576003,,5,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
89,Dzērbene,Dzērbenes Stacija,Cēsu novads,Latvia,Residential,Closed,1999,57.208567,25.709396,,6,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
90,Drusti,Magonas,Smiltenes novads,Latvia,Residential,Closed,1999,57.190979,25.860665,,7,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
91,Ubeja,Mauragi,Cēsu novads,Latvia,Residential,Closed,1945,57.173405,25.921385,Approximate location,8,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
92,Piebalga,Jaunpiebalga,Cēsu novads,Latvia,Residential,Closed,1999,57.16567,26.008624,,9,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
93,Ranka,Lāčpavāriņi,Gulbenes novads,Latvia,Non-railway use,Closed,1999,57.184782,26.134962,Industrial,10,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
94,Uriekste,Kāķupi,Gulbenes novads,Latvia,Dismantled/Not built,Closed,1999,57.188715,26.250752,,11,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
127,Rūjiena,Rūjiena,Valmieras novads,Latvia,Ruined/Disused,Closed,1996,57.921209,25.298873,New station opened 1977,20,6,Rīga—Rūjiena—Ipiķi,1937,1520 mm,Partially operational,2005,Operating as Rīga-Skulte,FALSE
95,Lizums,Lizums,Gulbenes novads,Latvia,Ruined/Disused,Closed,1999,57.18552,26.367131,Uncertain,12,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
96,Tirza,Tirza,Gulbenes novads,Latvia,Ruined/Disused,Closed,1999,57.173262,26.497353,,13,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
97,Galgauska,Galgauska,Gulbenes novads,Latvia,Ruined/Disused,Closed,1999,57.174389,26.554722,,14,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
98,Kamalda,Kamalda,Gulbenes novads,Latvia,Ruined/Disused,Closed,1999,57.180472,26.652833,,15,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
99,Gulbene,Gulbene,Gulbenes novads,Latvia,Active,Operational,2024,57.182983,26.765067,,16,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
100,Melnupe,Zeltaleja,Gulbenes novads,Latvia,Residential,Closed,2001,57.185212,26.849897,,17,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
101,Stradi,Antāni,Gulbenes novads,Latvia,Residential,Closed,1945,57.179695,26.874476,,18,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
102,Medņi,Medņi,Gulbenes novads,Latvia,Dismantled/Not built,Closed,1950,57.187024,26.930502,,19,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
103,Ezermala,Medņi,Gulbenes novads,Latvia,Dismantled/Not built,Closed,1945,57.190948,26.960733,,20,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
104,Litene,Litene,Gulbenes novads,Latvia,Residential,Closed,2001,57.178048,27.003086,Uncertain,21,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
105,Pededze,Silava,Gulbenes novads,Latvia,Dismantled/Not built,Closed,1945,57.176801,27.031615,,22,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
106,Sita,Sitas stacija,Balvu novads,Latvia,Residential,Closed,2001,57.174041,27.10905,,23,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
106,Sita,Sitas stacija,Balvu novads,Latvia,Residential,Closed,2001,57.174041,27.10905,,13,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
107,Balvi,Kubuli,Balvu novads,Latvia,Residential,Closed,2001,57.164962,27.206507,Uncertain,24,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
108,Vīksna,Vīksna,Balvu novads,Latvia,Dismantled/Not built,Closed,2001,57.21696,27.32171,,25,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
109,Pakalnieši,Vīksna,Balvu novads,Latvia,Residential,Closed,1944,57.220651,27.352887,,26,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
109,Pakalnieši,Vīksna,Balvu novads,Latvia,Residential,Closed,1944,57.220651,27.352887,,1,24,Pakalnieši—Kūdupe,1934,1520 mm,Dismantled,1944,Rebuilt to 1435 mm for 1944,TRUE
110,Kuprava,Kuprava,Balvu novads,Latvia,Ruined/Disused,Closed,2001,57.23931,27.497519,,27,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
111,Žīguri,Žīguri,Balvu novads,Latvia,Ruined/Disused,Closed,2001,57.262854,27.66571,,28,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
112,Vecumi,Vecumi,Balvu novads,Latvia,Ruined/Disused,Closed,2001,57.213656,27.773228,,29,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
113,Purvmala,Nosovo,Pskov oblast,Russia,Ruined/Disused,Closed,2004,57.11342,27.82248,,30,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
114,Pitalovo,Pitalovo,Pskov oblast,Russia,Non-railway use,Closed,2021,57.065393,27.912936,,31,7,Ieriķi—Abrene,1902,1520 mm,Dismantled,2001,,TRUE
114,Pitalovo,Pitalovo,Pskov oblast,Russia,Non-railway use,Closed,2021,57.065393,27.912936,,29,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
115,Stradziņi,Rugāji,Balvu novads,Latvia,Dismantled/Not built,Closed,1965,57.064104,27.087394,Empty spot in a forest,12,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
116,Rugāji,Rugāji,Balvu novads,Latvia,Residential,Closed,1965,57.007653,27.133502,,11,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
117,Kapūne,Zirņusala,Balvu novads,Latvia,Dismantled/Not built,Closed,1965,56.966795,27.129868,,10,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
118,Lazdukalns,Lazdukalns,Balvu novads,Latvia,Residential,Closed,1965,56.921886,27.112064,Uncertain,9,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
119,Galvari,Liepari,Balvu novads,Latvia,Dismantled/Not built,Closed,1965,56.892112,27.12158,,8,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
120,Bērzpils,Bērzpils,Balvu novads,Latvia,Residential,Closed,1965,56.852341,27.095798,,7,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
121,Iča,Silmači,Balvu novads,Latvia,Residential,Closed,1965,56.826147,27.093916,,6,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
122,Strūžāni,Drobas,Rēzeknes novads,Latvia,Dismantled/Not built,Closed,1965,56.75656,27.111649,Bus stop on P36 highway,5,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
123,Gaigola,Pūdinova,Rēzeknes novads,Latvia,Residential,Closed,1965,56.71468,27.117769,,4,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
124,Dricēni,Piļkas,Rēzeknes novads,Latvia,Residential,Closed,1965,56.659777,27.197626,,3,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
125,Kugras,Ķipļuki,Rēzeknes novads,Latvia,Dismantled/Not built,Closed,1965,56.624294,27.310583,,2,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
126,Burzava,Burzova,Rēzeknes novads,Latvia,Non-railway use,Closed,1999,56.586905,27.345337,Freight only,1,8,Rēzekne—Sita,1947,750 mm,Dismantled,2000,Traffic closed 1990,TRUE
126,Burzava,Burzova,Rēzeknes novads,Latvia,Non-railway use,Closed,1999,56.586905,27.345337,Freight only,20,25,Daugavpils—Kārsava—Abrene,1860,1520 mm,Freight only,1999,"Until 2015, stops for trains to St. Petersburg",TRUE
128,Saurieši,Saurieši,Ropažu novads,Latvia,Ruined/Disused,Closed,2007,56.916895,24.362179,Functions for freight; planned connection for Rail Baltica,1,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
129,Cekule,Cekule,Ropažu novads,Latvia,Ruined/Disused,Closed,2007,56.920152,24.401829,Destroyed by 2013 fire,2,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
130,Jauncekule,Cekule,Ropažu novads,Latvia,Dismantled/Not built,Closed,2007,56.922057,24.425837,,3,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
131,Ķivuļi,Ķivuļi,Ropažu novads,Latvia,Residential,Closed,2007,56.925793,24.465887,,4,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
132,Bajāri,Bajāri,Ropažu novads,Latvia,Dismantled/Not built,Closed,2007,56.934139,24.560071,,5,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
133,Kangari,Kangari,Ropažu novads,Latvia,Ruined/Disused,Closed,2007,56.937392,24.610429,,6,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
134,Remīne,Vilasmuiža,Ropažu novads,Latvia,Dismantled/Not built,Closed,2007,56.946667,24.701389,,7,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
