Station ID,Station Name,Town,Region,Country,Building Condition,Service Status,Service Status Year,Lat,Lon,Station Notes,Stop Sequence,Line ID,Line Name,Year Opened,Gauge,Line Status,Line Status Year,Line Notes,Is in NP-M
135,Augšciems,Augšciems,Ropažu novads,Latvia,Ruined/Disused,Closed,2007,56.948724,24.786723,,8,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
136,Kārde,Kārde,Siguldas novads,Latvia,Dismantled/Not built,Closed,2007,56.950352,24.842723,,9,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
137,Sidgunda,Sidgunda,Siguldas novads,Latvia,Dismantled/Not built,Closed,2007,56.943561,24.909424,,10,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
138,Suntaži,Suntaži,Ogres novads,Latvia,Non-railway use,Closed,2007,56.910509,24.945565,Short-term lease,11,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
139,Kastrāne,Diedziņš,Ogres novads,Latvia,Dismantled/Not built,Closed,2007,56.90347,25.045627,,12,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
140,Vatrāne,Vatrāne,Ogres novads,Latvia,Dismantled/Not built,Closed,2007,56.898514,25.132935,,13,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
141,Ķeipene,Ķeipene,Ogres novads,Latvia,Non-railway use,Closed,2007,56.895839,25.186908,Museum,14,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
142,Plātere,Šķērstēni,Ogres novads,Latvia,Dismantled/Not built,Closed,2007,56.896111,25.265,,15,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
143,Taurupe,Taurupe,Ogres novads,Latvia,Non-railway use,Closed,2007,56.898104,25.340663,Renovated for future use,16,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
144,Līčupe,Braki,Ogres novads,Latvia,Dismantled/Not built,Closed,2007,56.888776,25.41916,,17,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
145,Baltava,Vecogre,Ogres novads,Latvia,Dismantled/Not built,Closed,2007,56.889722,25.483333,,18,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
146,Roplaini,Roplaini,Madonas novads,Latvia,Dismantled/Not built,Closed,2007,56.890085,25.553878,,19,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
147,Ērgļi,Ērgļi,Madonas novads,Latvia,Non-railway use,Closed,2007,56.895718,25.630873,Toursim info point & café,20,9,Rīga Preču—Ērgļi,1937,1520 mm,Dismantled,2009,Traffic closed 2007,TRUE
148,Liepāja,Liepāja,Liepāja,Latvia,Active,Operational,2024,56.523471,21.014464,,1,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
148,Liepāja,Liepāja,Liepāja,Latvia,Active,Operational,2024,56.523471,21.014464,,1,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
148,Liepāja,Liepāja,Liepāja,Latvia,Active,Operational,2024,56.523471,21.014464,,1,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
148,Liepāja,Liepāja,Liepāja,Latvia,Active,Operational,2024,56.523471,21.014464,,27,101,Jelgava—Liepāja,1928,1520 mm,Operational,2023,"Most stations not served siince 2001, daily service restarted 2023",TRUE
149,Krustojums,Liepāja,Liepāja,Latvia,Dismantled/Not built,Closed,1964,56.536167,21.089541,,2,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
150,Ezerpils,Grobiņa,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1964,56.539336,21.154184,,3,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
151,Grobiņa,Grobiņa,Dienvidkurzemes novads,Latvia,Residential,Closed,1964,56.535852,21.179569,,4,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
152,Ilgale,Apogi,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1964,56.545435,21.215007,Uncertain; missing on map,5,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
153,Rolava,Rolava,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1964,56.554211,21.242521,,6,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
154,Lieģi,Lieģi,Dienvidkurzemes novads,Latvia,Residential,Closed,1964,56.586244,21.310386,,7,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
155,Aisiņi,Aisteres muiža,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1964,56.623776,21.325026,Uncertain; missing on map,8,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
156,Rāva,Rāva,Dienvidkurzemes novads,Latvia,Residential,Closed,1964,56.646485,21.335223,,9,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
157,Dunalka,Dunalka,Dienvidkurzemes novads,Latvia,Residential,Closed,1964,56.673729,21.358188,,10,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
158,Cīrava,Akmene,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1964,56.691913,21.397155,"Station further in the forest, location of switchhouse",11,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
159,Marijas muiža,Dzērve,Dienvidkurzemes novads,Latvia,Residential,Closed,1964,56.712854,21.478354,,12,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
160,Aizpute,Aizpute,Dienvidkurzemes novads,Latvia,Residential,Closed,1964,56.724319,21.58137,,13,10,Liepāja—Aizpute,1900,750 mm,Dismantled,1964,Until 1938 - 1000 mm gauge,TRUE
160,Aizpute,Aizpute,Dienvidkurzemes novads,Latvia,Residential,Closed,1964,56.724319,21.58137,,1,10.1,Aizpute—Skrunda—Saldus,1900,600 mm,Dismantled,1931,,FALSE
161,Rokaiši,Rokaiži,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1931,56.72634,21.66479,uncertain; in the forest,2,10.1,Aizpute—Skrunda—Saldus,1900,600 mm,Dismantled,1931,,FALSE
162,Kazdanga,Kapši,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1931,56.713368,21.762534,,3,10.1,Aizpute—Skrunda—Saldus,1900,600 mm,Dismantled,1931,,FALSE
163,Valtaiķi,Valtaiķi,Kuldīgas novads,Latvia,Residential,Closed,1931,56.697627,21.80536,,4,10.1,Aizpute—Skrunda—Saldus,1900,600 mm,Dismantled,1931,,FALSE
164,Leja,Lieknas,Kuldīgas novads,Latvia,Dismantled/Not built,Closed,1931,56.68145,21.92598,Near freight stop Sieksāte,5,10.1,Aizpute—Skrunda—Saldus,1900,600 mm,Dismantled,1931,,FALSE
165,Skrunda,Skrunda,Kuldīgas novads,Latvia,Dismantled/Not built,Closed,1931,56.674682,22.02572,Approximate location,6,10.1,Aizpute—Skrunda—Saldus,1900,600 mm,Dismantled,1931,,FALSE
166,Raņķi,Ciecere,Kuldīgas novads,Latvia,Dismantled/Not built,Closed,1928,56.67815,22.06643,Approximate location,7,10.1,Aizpute—Skrunda—Saldus,1900,600 mm,Dismantled,1931,,FALSE
167,Airīte,Abāri,Saldus novads,Latvia,Dismantled/Not built,Closed,1928,56.67777,22.14179,Approximate location; near O. Kalpaks museum,8,10.1,Aizpute—Skrunda—Saldus,1900,600 mm,Dismantled,1931,,FALSE
168,Zirņi,Zirņi,Saldus novads,Latvia,Dismantled/Not built,Closed,1928,56.67645,22.21911,Shop in the place of station building,9,10.1,Aizpute—Skrunda—Saldus,1900,600 mm,Dismantled,1931,,FALSE
169,Sesile,Bukupe,Saldus novads,Latvia,Dismantled/Not built,Closed,1928,56.66951,22.3034,Approximate location,10,10.1,Aizpute—Skrunda—Saldus,1900,600 mm,Dismantled,1931,,FALSE
170,Saldus,Saldus,Saldus novads,Latvia,Dismantled/Not built,Closed,1928,56.669,22.48465,Approximate location,11,10.1,Aizpute—Skrunda—Saldus,1900,600 mm,Dismantled,1931,,FALSE
171,Ālande,Grobiņi,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1998,56.523834,21.117092,Located near present day junction house,1,11,Liepāja—Rucava,1916,700 mm,Dismantled,1960,Until 1921 - 600 mm gauge,FALSE
171,Ālande,Grobiņi,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1998,56.523834,21.117092,Located near present day junction house,2,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
172,Dubeņi,Dubeņi,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1998,56.49477,21.18221,,2,11,Liepāja—Rucava,1916,700 mm,Dismantled,1960,Until 1921 - 600 mm gauge,FALSE
172,Dubeņi,Dubeņi,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1998,56.49477,21.18221,,3,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
173,Otanka,Ķīburi,Dienvidkurzemes novads,Latvia,Residential,Closed,1960,56.394882,21.239922,,3,11,Liepāja—Rucava,1916,700 mm,Dismantled,1960,Until 1921 - 600 mm gauge,FALSE
174,Bārta,Bārta,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1960,56.374894,21.245635,Uncertain status,4,11,Liepāja—Rucava,1916,700 mm,Dismantled,1960,Until 1921 - 600 mm gauge,FALSE
175,Slamste,Slamsti,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1944,56.320746,21.210019,Earthworks from the station grounds,5,11,Liepāja—Rucava,1916,700 mm,Dismantled,1960,Until 1921 - 600 mm gauge,FALSE
176,Jēči,Ječi,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1944,56.284444,21.191456,,6,11,Liepāja—Rucava,1916,700 mm,Dismantled,1960,Until 1921 - 600 mm gauge,FALSE
177,Pape,Peši,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1944,56.207566,21.134004,Paved over by A11,7,11,Liepāja—Rucava,1916,700 mm,Dismantled,1960,Until 1921 - 600 mm gauge,FALSE
178,Pūce,Rucava,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1944,56.179689,21.155393,"Multiple buildigns in the area, no streetview",8,11,Liepāja—Rucava,1916,700 mm,Dismantled,1960,Until 1921 - 600 mm gauge,FALSE
179,Rucava,Rucava,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1944,56.15937,21.15922,Approximate location; built over after 1940s,9,11,Liepāja—Rucava,1916,700 mm,Dismantled,1960,Until 1921 - 600 mm gauge,FALSE
180,Gavieze,Gaviezes stacija,Dienvidkurzemes novads,Latvia,Residential,Closed,1998,56.465729,21.264124,,4,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
181,Susta,Krīzberga,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1998,56.444486,21.36729,,5,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
182,Krogzemji,Krogzemji,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1998,56.433111,21.443113,,6,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
183,Paplaka,Paplakas stacija,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1998,56.446298,21.496975,,7,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
184,Priekule,Priekule,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1998,56.443394,21.595001,,8,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
184,Priekule,Priekule,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1998,56.443394,21.595001,,1,12.1,Priekule—Bajorai,1915,1520 mm,Freight only,2001,,FALSE
185,Elkuzeme,Auguste,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1998,56.420355,21.74368,Unmarked settlement nearby,9,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
186,Vaiņode,Vaiņode,Dienvidkurzemes novads,Latvia,"Preserved, uncertain",Closed,1998,56.416489,21.855946,,10,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
187,Kazbari,Vaiņode,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1998,56.422366,21.92882,,11,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
188,Lūšė,Ritinė,Telšių apskritis,Lithuania,Ruined/Disused,Closed,2003,56.383534,22.032113,,12,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
189,Naudvaris,Kugiai,Telšių apskritis,Lithuania,Dismantled/Not built,Closed,1963,56.365714,22.119223,Approximate location & time,13,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
190,Venta,Pumpurai,Telšių apskritis,Lithuania,Non-railway use,Closed,2003,56.3409,22.2046,,14,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
191,Mažeikiai,Mažeikiai,Telšių apskritis,Lithuania,Active,Operational,2024,56.31248,22.340135,,15,12,Liepāja—Vaiņode—Mažeikiai,1871,1520 mm,Freight only,2012,"Dismantled between Ālande and Priekule, freight only",TRUE
191,Mažeikiai,Mažeikiai,Telšių apskritis,Lithuania,Active,Operational,2024,56.31248,22.340135,,14,19,Glūda—Reņģe—Mažeikiai,1873,1520 mm,Freight only,2010,Until 1925 - 1435 mm gauge,TRUE
192,Purmsāti,Purmsāti,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1980,56.40428,21.53329,Approximate time,2,12.1,Priekule—Bajorai,1915,1520 mm,Freight only,2001,,FALSE
193,Kaleti,Ozoli,Dienvidkurzemes novads,Latvia,Residential,Closed,1980,56.32859,21.52788,Approximate time,3,12.1,Priekule—Bajorai,1915,1520 mm,Freight only,2001,,FALSE
194,Skuodas,Skuodas,Klaipėdos apskritis,Lithuania,Ruined/Disused,Closed,2006,56.264723,21.492964,,4,12.1,Priekule—Bajorai,1915,1520 mm,Freight only,2001,,FALSE
195,Paluknė,Žirnikai,Klaipėdos apskritis,Lithuania,Ruined/Disused,Closed,2006,56.2231,21.4583,,5,12.1,Priekule—Bajorai,1915,1520 mm,Freight only,2001,,FALSE
196,Litvinai,Litvinai,Klaipėdos apskritis,Lithuania,Dismantled/Not built,Closed,2006,56.1771,21.4279,,6,12.1,Priekule—Bajorai,1915,1520 mm,Freight only,2001,,FALSE
197,Medininkai,Medininkai,Klaipėdos apskritis,Lithuania,Dismantled/Not built,Closed,2006,56.132311,21.390399,,7,12.1,Priekule—Bajorai,1915,1520 mm,Freight only,2001,,FALSE
198,Nausėdai,Nausėdai,Klaipėdos apskritis,Lithuania,Residential,Closed,2006,56.078025,21.29887,,8,12.1,Priekule—Bajorai,1915,1520 mm,Freight only,2001,,FALSE
199,Darbėnai,Pasertupis,Klaipėdos apskritis,Lithuania,Ruined/Disused,Closed,2006,56.014192,21.240379,,9,12.1,Priekule—Bajorai,1915,1520 mm,Freight only,2001,,FALSE
200,Tūbausiai,Pajuodupiai,Klaipėdos apskritis,Lithuania,Residential,Closed,2006,55.96746,21.248828,,10,12.1,Priekule—Bajorai,1915,1520 mm,Freight only,2001,,FALSE
201,Kretinga,Pajuodupiai,Klaipėdos apskritis,Lithuania,Active,Operational,2024,55.886822,21.229695,,11,12.1,Priekule—Bajorai,1915,1520 mm,Freight only,2001,,FALSE
202,Tosmare,Liepāja,Liepāja,Latvia,Dismantled/Not built,Closed,1944,56.53772,21.05266,,2,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
203,Kapsēde,Kapsede,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1996,56.590061,21.10974,,3,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
204,Māteri,Ievkalni,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1996,56.62953,21.10551,,4,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
205,Medze,Medze,Dienvidkurzemes novads,Latvia,Residential,Closed,1996,56.66069,21.12478,Status uncertain,5,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
206,Ploce,Ploce,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1996,56.678793,21.135843,,6,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
207,Vergale,Vergales stacija,Dienvidkurzemes novads,Latvia,Residential,Closed,1996,56.714242,21.173243,,7,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
208,Mežaine,Mežaine,Dienvidkurzemes novads,Latvia,Residential,Closed,1996,56.785203,21.227202,,8,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
209,Saka,Saka,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1996,56.852023,21.201671,,9,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
210,Kursa,Pavilosta,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1996,56.877672,21.226647,,10,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
210,Kursa,Pavilosta,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1996,56.877672,21.226647,,1,13.1,Kursas—Pavilosta,1932,750 mm,Dismantled,1946,"Single-station branch, closed between 1945-1947",FALSE
211,Pavilosta,Pavilosta,Dienvidkurzemes novads,Latvia,Dismantled/Not built,Closed,1944,56.886808,21.187288,Monument at the station site,2,13.1,Kursas—Pavilosta,1932,750 mm,Dismantled,1946,"Single-station branch, closed between 1945-1947",FALSE
212,Upenieki,Meņģi,Dienvidkurzemes novads,Latvia,Residential,Closed,1996,56.887899,21.28345,,11,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
213,Riva,Riva,Dienvidkurzemes novads,Latvia,Ruined/Disused,Closed,1996,56.911859,21.388131,,12,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
214,Stirna,Bērzkalni,Kuldīgas novads,Latvia,Ruined/Disused,Closed,1996,56.942686,21.497351,,13,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
215,Alsunga Dienvidu,Alsunga,Kuldīgas novads,Latvia,Residential,Closed,1996,56.967987,21.549672,,14,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
215,Alsunga Dienvidu,Alsunga,Kuldīgas novads,Latvia,Residential,Closed,1996,56.967987,21.549672,,1,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
216,Anuži,Anuži,Kuldīgas novads,Latvia,Dismantled/Not built,Closed,1996,57.024539,21.578058,,15,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
217,Užava,Tērande,Ventspils novads,Latvia,Ruined/Disused,Closed,1996,57.090758,21.605469,,16,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
218,Berziņi,Ziras,Ventspils novads,Latvia,Dismantled/Not built,Closed,1996,57.145725,21.569812,,17,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
219,Zūras,Ventava,Ventspils novads,Latvia,Residential,Closed,1996,57.224084,21.574473,,18,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
220,Meisteri,Varve,Ventspils novads,Latvia,"Preserved, uncertain",Closed,1996,57.30785,21.549791,,19,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
221,Ventspils Dienvidu,Ventspils,Ventspils,Latvia,Dismantled/Not built,Closed,1996,57.359157,21.572723,,20,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
222,Ventspils,Ventspils,Ventspils,Latvia,Ruined/Disused,Closed,2010,57.391645,21.592938,Used for cargo operations,21,13,Liepāja—Ventspils,1928,1520 mm,Dismantled,1996,"Until 1944 - 750 mm gauge, until 1950s - 1435 mm gauge; Alsunga-Ventspils built in 1944",FALSE
222,Ventspils,Ventspils,Ventspils,Latvia,Ruined/Disused,Closed,2010,57.391645,21.592938,Used for cargo operations,1,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
222,Ventspils,Ventspils,Ventspils,Latvia,Ruined/Disused,Closed,2010,57.391645,21.592938,Used for cargo operations,1,18,Ventspils—Pope—Dundaga,1932,600 mm,Dismantled,1963,Dates approximate,FALSE
222,Ventspils,Ventspils,Ventspils,Latvia,Ruined/Disused,Closed,2010,57.391645,21.592938,Used for cargo operations,15,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
223,Alsunga Ziemeļu,Alsunga,Kuldīgas novads,Latvia,Ruined/Disused,Closed,1963,56.977012,21.565411,,2,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
224,Almale,Almale,Kuldīgas novads,Latvia,Dismantled/Not built,Closed,1963,56.983074,21.636779,,3,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
225,Ēdole,Ēdole,Kuldīgas novads,Latvia,"Preserved, uncertain",Closed,1963,57.012262,21.712403,,4,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
226,Ivande,Mazivande,Kuldīgas novads,Latvia,Ruined/Disused,Closed,1963,57.006252,21.780066,,5,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
227,Padure,Deksne,Kuldīgas novads,Latvia,Dismantled/Not built,Closed,1963,56.98719,21.86338,,6,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
228,Kuldīga,Kuldīga,Kuldīgas novads,Latvia,Ruined/Disused,Closed,1963,56.960791,21.976447,Until 2010 - city bus station,7,14,Alsunga—Kuldīga,1935,750 mm,Dismantled,1974,Part of Liepāja—Alsunga until 1944,TRUE
229,Stende,Stende,Talsu novads,Latvia,Ruined/Disused,Closed,2010,57.143773,22.538581,,23,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
229,Stende,Stende,Talsu novads,Latvia,Ruined/Disused,Closed,2010,57.143773,22.538581,,7,102,Tukums II—Ventspils,1904,1520 mm,Freight only,2010,,TRUE
230,Mežapostenis,Ventspils,Ventspils,Latvia,Residential,Closed,1963,57.403852,21.58176,,2,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
231,Dzērvite,Ventspils,Ventspils,Latvia,Dismantled/Not built,Closed,1963,57.438392,21.61062,,3,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
232,Staldzene,Ventspils,Ventspils,Latvia,Residential,Closed,1963,57.447244,21.623181,,4,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
233,Akmeņdziras,Liepene,Ventspils novads,Latvia,Dismantled/Not built,Closed,1963,57.488595,21.649522,,5,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
234,Jaunupe,Jaunupe,Ventspils novads,Latvia,Residential,Closed,1963,57.525017,21.683703,,6,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
235,Oviši,Oviši,Ventspils novads,Latvia,Residential,Closed,1963,57.56835,21.716974,,7,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
236,Renči,Renči,Ventspils novads,Latvia,Dismantled/Not built,Closed,1963,57.579462,21.764591,Uncertain; in the forest,8,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
237,Lūžņa,Lūžņa,Ventspils novads,Latvia,Residential,Closed,1963,57.593873,21.87149,,9,15,Ventspils—Mazirbe—Dundaga—Stende,1916,600 mm,Dismantled,1963,Maximum extent in 1939,TRUE
